symbol,asset_id,period_end,metric,value,unit,raw_value,raw_unit,publication_date,source_url,source_note
180401,dongbu_power_phase1,2022-09-30,settled_electricity,126370.2,10k_kWh,126370.20,万千瓦时,2022-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2022-10-24/d4bb7e2c-f4c9-48c4-a120-1ad88a90ba05.PDF,项目级当期披露；原称上网电量；仅计入2022年7月13日交割日至9月30日，非完整季度
180401,dongbu_power_phase1,2022-09-30,electricity_revenue,630566516.86,RMB,630566516.86,元（不含税）,2022-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2022-10-24/d4bb7e2c-f4c9-48c4-a120-1ad88a90ba05.PDF,项目公司发电收入；仅计入2022年7月13日交割日至9月30日，非完整季度
180401,dongbu_power_phase1,2022-09-30,fuel_consumption,171640.00000000003,tonnes,17.164,万吨LNG,2022-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2022-10-24/d4bb7e2c-f4c9-48c4-a120-1ad88a90ba05.PDF,报告披露约数；仅计入2022年7月13日交割日至9月30日，非完整季度
180401,dongbu_power_phase1,2022-12-31,settled_electricity,90426.05,10k_kWh,90426.05,万千瓦时,2023-01-20,https://disc.static.szse.cn/disc/disk03/finalpage/2023-01-19/10a67980-bf7f-4580-b039-3ac8fd5905c3.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2022-12-31,electricity_revenue,437319578.27,RMB,437319578.27,元（不含税）,2023-01-20,https://disc.static.szse.cn/disc/disk03/finalpage/2023-01-19/10a67980-bf7f-4580-b039-3ac8fd5905c3.PDF,项目公司发电收入
180401,dongbu_power_phase1,2022-12-31,fuel_consumption,124900,tonnes,12.490,万吨LNG,2023-01-20,https://disc.static.szse.cn/disc/disk03/finalpage/2023-01-19/10a67980-bf7f-4580-b039-3ac8fd5905c3.PDF,报告披露约数
180401,dongbu_power_phase1,2023-03-31,settled_electricity,59369.75,10k_kWh,59369.75,万千瓦时,2023-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/13cffc1a-2278-4c52-a96f-f275cf7c2436.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2023-03-31,electricity_revenue,324186296.67,RMB,324186296.67,元（不含税）,2023-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/13cffc1a-2278-4c52-a96f-f275cf7c2436.PDF,项目公司发电收入
180401,dongbu_power_phase1,2023-06-30,settled_electricity,108807.05,10k_kWh,108807.05,万千瓦时,2023-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-17/1304168a-0af3-4740-a354-1267a8446ddc.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2023-06-30,electricity_revenue,554527580.39,RMB,554527580.39,元（不含税）,2023-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-17/1304168a-0af3-4740-a354-1267a8446ddc.PDF,项目公司发电收入
180401,dongbu_power_phase1,2023-06-30,fuel_consumption,150500,tonnes,15.050,万吨LNG,2023-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-17/1304168a-0af3-4740-a354-1267a8446ddc.PDF,报告披露约数
180401,dongbu_power_phase1,2023-09-30,settled_electricity,141972.6,10k_kWh,141972.60,万千瓦时,2023-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-23/10bee5dc-eb05-4395-9d1f-a2929d19c174.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2023-09-30,electricity_revenue,653685403.7,RMB,653685403.70,元（不含税）,2023-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-23/10bee5dc-eb05-4395-9d1f-a2929d19c174.PDF,项目公司发电收入
180401,dongbu_power_phase1,2023-09-30,fuel_consumption,194400,tonnes,19.440,万吨LNG,2023-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-23/10bee5dc-eb05-4395-9d1f-a2929d19c174.PDF,报告披露约数
180401,dongbu_power_phase1,2023-12-31,settled_electricity,68366.1,10k_kWh,68366.10,万千瓦时,2024-01-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-18/bb6b1af8-332a-4a35-8b21-34944279e5f1.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2023-12-31,electricity_revenue,368013143.93,RMB,368013143.93,元（不含税）,2024-01-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-18/bb6b1af8-332a-4a35-8b21-34944279e5f1.PDF,项目公司发电收入
180401,dongbu_power_phase1,2023-12-31,fuel_consumption,97200,tonnes,9.720,万吨LNG,2024-01-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-18/bb6b1af8-332a-4a35-8b21-34944279e5f1.PDF,报告披露约数
180401,dongbu_power_phase1,2024-03-31,settled_electricity,57421.1,10k_kWh,57421.10,万千瓦时,2024-04-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-18/a468ab7e-8986-42ec-9ac4-85ce5a665359.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2024-03-31,electricity_revenue,280911499.25,RMB,280911499.25,元（不含税）,2024-04-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-18/a468ab7e-8986-42ec-9ac4-85ce5a665359.PDF,项目公司发电收入
180401,dongbu_power_phase1,2024-03-31,fuel_consumption,80100,tonnes,8.010,万吨LNG,2024-04-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-18/a468ab7e-8986-42ec-9ac4-85ce5a665359.PDF,报告披露约数
180401,dongbu_power_phase1,2024-06-30,settled_electricity,99026.4,10k_kWh,99026.40,万千瓦时,2024-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-17/16f58f15-98f2-48de-ba9d-f29f6a5bb097.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2024-06-30,electricity_revenue,412233838.01,RMB,412233838.01,元（不含税）,2024-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-17/16f58f15-98f2-48de-ba9d-f29f6a5bb097.PDF,项目公司发电收入
180401,dongbu_power_phase1,2024-06-30,fuel_consumption,137100,tonnes,13.710,万吨LNG,2024-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-17/16f58f15-98f2-48de-ba9d-f29f6a5bb097.PDF,报告披露约数
180401,dongbu_power_phase1,2024-09-30,settled_electricity,122828.75,10k_kWh,122828.75,万千瓦时,2024-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-23/9dff127f-75a0-4233-9b40-ec24c253f08d.PDF,项目级当期披露；原称上网电量
180401,dongbu_power_phase1,2024-09-30,electricity_revenue,526371539.29,RMB,526371539.29,元（不含税）,2024-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-23/9dff127f-75a0-4233-9b40-ec24c253f08d.PDF,项目公司发电收入
180401,dongbu_power_phase1,2024-09-30,fuel_consumption,172300,tonnes,17.230,万吨LNG,2024-10-24,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-23/9dff127f-75a0-4233-9b40-ec24c253f08d.PDF,报告披露约数
180401,dongbu_power_phase1,2024-12-31,power_generation,73029.46,10k_kWh,73029.46,万千瓦时,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,机组实际发出的电量
180401,dongbu_power_phase1,2024-12-31,utilization_hours,624,hours,624,小时,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,等效利用小时；报告按整数披露
180401,dongbu_power_phase1,2024-12-31,settled_electricity,71922.4,10k_kWh,71922.40,万千瓦时,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,项目实际上网电量；当季末含暂估
180401,dongbu_power_phase1,2024-12-31,settlement_tariff,0.5354,RMB_per_kWh,0.5354,元/千瓦时（含税）,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,报告披露的平均结算电价
180401,dongbu_power_phase1,2024-12-31,electricity_revenue,340749257.06,RMB,340749257.06,元（不含税）,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,项目实际发电或售电收入；当季末含暂估
180401,dongbu_power_phase1,2024-12-31,fuel_consumption,100700,tonnes,10.07,万吨LNG,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,报告披露约数
180401,dongbu_power_phase1,2024-12-31,fuel_unit_cost,2157.76,RMB_per_tonne,2157.76,元/吨（含税）,2025-01-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-20/094f84e1-4ec9-4a37-851d-585d2aac731a.PDF,含9%增值税的平均LNG成本
180401,dongbu_power_phase1,2025-03-31,power_generation,51463.66,10k_kWh,51463.66,万千瓦时,2025-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-18/6d497abf-37fc-4e01-a6c1-b5e859ebfe21.PDF,机组实际发出的电量
180401,dongbu_power_phase1,2025-03-31,utilization_hours,440,hours,440,小时,2025-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-18/6d497abf-37fc-4e01-a6c1-b5e859ebfe21.PDF,等效利用小时；报告按整数披露
